RowNumber,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
798,488,Germany,Male,32,3,114540.38,1,1,0,92568.07,0
2877,604,Spain,Female,35,7,147285.52,1,1,1,57807.05,0
2784,597,France,Female,33,6,135703.59,2,0,0,74850.84,0
8415,600,Germany,Female,29,6,74430.1,2,1,1,96051.1,0
6082,526,France,Male,52,8,93590.47,1,0,1,21228.71,1
702,669,France,Male,30,7,95128.86,1,0,0,19799.26,0
4618,812,France,Male,24,10,0.0,2,1,1,156906.15,0
7572,718,France,Male,52,8,79475.3,3,1,1,32421.32,1
9601,621,Germany,Female,55,7,131033.76,1,0,1,75685.59,1
3060,631,France,Female,33,8,0.0,2,0,0,117374.22,0
2703,622,France,Female,30,4,107879.04,1,0,1,196894.62,0
9482,505,Spain,Male,35,8,116932.59,1,1,0,91092.84,0
633,839,Spain,Female,33,10,75592.43,1,1,0,62674.42,0
4070,646,France,Female,34,3,131283.11,1,0,0,130500.65,0
8729,434,France,Male,41,4,108128.52,1,0,1,56784.11,0
3243,411,France,Female,36,10,0.0,1,0,0,120694.35,0
7393,596,Spain,Male,67,6,0.0,2,1,1,138350.74,0
7353,726,France,Female,38,4,0.0,2,0,0,6787.48,0
5149,731,Spain,Male,70,3,0.0,2,1,1,141180.66,0
1155,538,Spain,Male,39,2,122773.5,2,1,1,58467.08,0
3125,760,France,Male,39,6,178585.46,1,1,0,67131.3,1
4269,753,France,Male,46,8,0.0,3,1,0,90747.94,1
9074,702,Germany,Female,60,5,138597.54,2,1,1,41536.59,1
2659,670,Germany,Male,40,2,164948.98,3,0,0,177028.0,1
3842,653,France,Female,60,2,120731.39,4,1,1,138160.11,1
6588,707,France,Female,33,2,58036.33,1,1,1,83335.78,0
5202,569,France,Male,36,1,67087.69,1,1,0,154775.7,0
6364,678,Spain,Female,40,4,113794.22,1,1,0,16618.76,0
9800,653,France,Male,46,0,119556.1,1,1,0,78250.13,1
8747,660,France,Male,34,8,106486.66,2,0,1,182262.66,0
7077,742,France,Female,25,4,132116.13,2,1,0,129933.5,0
3895,595,Spain,Male,37,2,157084.99,1,1,0,134767.13,0
6001,629,France,Female,37,10,99546.25,3,0,1,25136.95,1
7554,719,Spain,Female,35,8,0.0,1,1,1,165162.4,0
7649,610,Spain,Female,31,5,0.0,2,0,0,63736.36,0
8521,634,Spain,Male,52,1,0.0,2,1,1,176913.42,0
2956,577,France,Female,46,1,0.0,1,1,1,158750.53,0
4674,644,France,Male,33,2,0.0,1,1,0,96420.58,0
5628,654,France,Male,29,4,132954.64,1,1,1,146715.07,0
7267,762,Spain,Female,60,10,168920.75,1,1,0,31445.03,1
8449,508,France,Male,49,1,93817.41,2,1,1,132468.76,1
3398,820,France,Male,33,2,132150.26,2,1,0,23067.97,0
9446,689,Spain,Female,28,5,95328.6,1,1,0,6129.61,1
6652,600,France,Male,46,10,95502.21,1,0,0,19842.18,0
1297,653,Spain,Male,55,2,70263.83,1,0,1,62347.71,0
7227,777,Germany,Female,46,0,107362.8,1,1,0,487.3,0
8567,679,France,Female,39,4,0.0,1,0,0,172939.3,1
3539,554,Germany,Female,43,2,120847.11,1,1,0,7611.61,1
1186,756,France,Male,37,3,132623.6,1,1,1,58974.0,0
9522,540,Spain,Female,40,8,0.0,2,1,0,3560.0,0
9853,501,Spain,Male,43,6,104533.24,1,0,0,81123.59,1
751,649,France,Male,41,0,0.0,2,0,1,130567.02,0
6674,729,France,Female,36,8,109106.8,1,0,0,121311.12,0
8036,577,France,Female,30,8,92472.1,2,0,1,126434.61,0
4002,545,Germany,Male,53,5,114421.55,1,1,0,180598.28,1
3904,643,Spain,Female,45,9,150840.03,2,1,0,155516.35,0
6346,754,France,Female,35,4,0.0,2,1,0,44830.71,0
3113,698,France,Female,40,7,105061.74,3,1,0,107815.31,1
605,702,France,Male,37,10,150525.8,1,1,1,94728.49,0
4792,709,Spain,Male,35,2,0.0,2,1,0,104982.39,0
5716,806,France,Male,31,9,0.0,2,0,1,140168.36,0
199,501,France,Male,57,10,0.0,2,1,1,47847.19,0
7042,438,France,Male,38,2,0.0,2,1,0,136859.55,0
3609,677,France,Female,36,7,0.0,1,1,0,47318.75,0
900,657,Germany,Male,25,2,171770.55,1,1,0,22745.5,0
626,850,Spain,Male,35,7,110349.82,1,0,0,126355.8,0
3927,714,Germany,Male,29,6,92887.13,1,1,1,69578.49,0
7832,749,France,Male,42,2,56726.83,2,0,1,185543.35,0
5949,473,Germany,Female,35,7,131504.73,1,1,0,189560.43,0
7132,492,France,Male,35,8,121063.49,1,0,0,85421.48,0
5539,717,Germany,Female,28,9,82498.14,2,0,0,40437.67,0
7246,702,Germany,Female,36,2,105264.88,2,1,1,52909.87,0
2608,814,France,Male,31,1,118870.92,1,1,0,101704.19,0
5518,465,France,Male,33,8,0.0,2,1,0,177668.55,0
8766,675,France,Male,39,1,0.0,2,1,0,153129.22,0
7540,755,France,Male,42,2,119919.12,1,1,0,156868.21,0
1188,765,France,Female,50,9,126547.8,1,1,1,79579.94,1
2208,456,France,Female,33,1,188285.68,1,0,0,58363.94,0
7681,808,Spain,Male,25,7,0.0,2,0,1,23180.37,0
7206,683,France,Female,29,9,0.0,2,1,1,48849.89,0
5962,796,Spain,Male,32,5,102773.15,2,0,1,117832.88,0
6010,525,Spain,Male,33,5,0.0,2,1,0,161002.29,0
2949,620,France,Female,29,1,138740.24,2,0,0,154700.61,0
9095,595,Germany,Female,32,0,92466.21,1,1,0,4721.3,0
1169,607,France,Female,27,2,0.0,2,1,0,63495.86,0
5161,510,France,Male,44,6,0.0,2,1,1,175518.31,0
347,630,Germany,Female,34,9,106937.05,2,1,0,138275.01,0
87,750,Spain,Male,22,3,121681.82,1,1,0,128643.35,1
618,612,Germany,Female,62,8,140745.33,1,1,0,193437.89,1
4238,498,France,Female,29,9,0.0,1,1,0,190035.83,0
1461,578,France,Male,23,10,88980.32,1,1,1,125222.36,0
7575,749,France,Female,33,1,74385.98,1,1,0,20164.47,0
6119,632,France,Female,49,5,167962.7,1,0,0,140201.21,0
9268,748,France,Male,32,5,154737.88,2,1,1,172638.13,0
3185,667,Germany,Male,55,9,154393.43,1,1,1,137674.96,1
6037,674,France,Female,27,4,79144.34,1,0,1,50743.83,0
2843,513,Spain,Male,48,2,0.0,1,1,1,114709.13,1
7569,422,Spain,Female,54,4,0.0,2,1,1,7166.71,0
4711,585,Germany,Female,40,3,162261.01,2,1,0,137028.51,0
2670,614,France,Female,19,5,97445.49,2,1,0,122823.34,0
4049,602,France,Female,63,7,0.0,2,1,1,56323.21,0
7212,639,France,Female,37,4,116121.84,2,0,1,181850.74,0
8753,574,Spain,Male,30,5,120355.0,1,1,0,137793.35,0
9758,501,France,Male,35,6,99760.84,1,1,1,13591.52,0
8649,809,Spain,Female,48,2,0.0,1,1,0,160976.85,1
859,456,Spain,Male,32,9,147506.25,1,1,1,135399.21,0
7823,581,Germany,Male,50,2,143829.2,2,1,0,181224.24,1
2218,666,Spain,Male,35,2,104832.49,1,1,0,175015.12,0
4952,658,France,Male,20,7,0.0,2,0,0,187638.34,0
3022,680,France,Male,36,3,116275.12,1,1,1,63795.8,0
5802,584,Spain,Female,50,1,0.0,1,0,1,152567.75,1
4965,466,France,Female,41,3,33563.95,2,1,0,178994.13,1
5247,521,France,Female,32,2,136555.01,2,1,1,129353.21,0
4076,713,France,Male,43,5,86394.14,1,1,1,130001.13,0
3428,465,France,Male,41,9,117221.15,1,1,0,168280.95,0
7093,758,Spain,Male,40,3,0.0,2,0,0,96097.65,0
1480,595,Germany,Male,32,8,131081.66,2,1,1,69428.79,0
6903,457,Spain,Male,44,7,0.0,2,0,0,185992.36,0
3889,743,France,Male,71,0,0.0,2,0,1,29837.65,0
9272,649,Spain,Female,47,8,110783.28,1,1,1,71420.16,0
7075,682,Germany,Male,36,5,72373.62,2,1,0,36895.99,0
1381,625,Germany,Male,26,3,130483.95,1,1,0,122810.53,0
2704,459,Germany,Male,46,7,110356.42,1,1,0,4969.13,1
4827,794,France,Male,24,10,146126.75,1,1,1,88992.05,0
9133,635,France,Female,33,5,0.0,2,1,0,122949.71,0
5193,663,France,Female,39,8,0.0,2,1,1,101168.9,0
274,707,France,Male,30,8,0.0,2,1,0,33159.37,0
2533,827,France,Female,60,2,0.0,2,0,1,60615.83,0
1715,730,Germany,Male,45,6,152880.97,1,0,0,162478.11,0
8891,599,Germany,Female,49,10,143888.22,2,1,1,166236.38,1
611,495,France,Male,30,10,129755.99,1,0,0,172749.65,0
3598,796,Germany,Female,40,1,99745.95,1,1,0,177524.19,0
7908,683,Germany,Female,39,2,47685.47,2,1,1,86019.48,0
217,695,France,Male,46,7,49512.55,1,1,0,133007.34,0
2508,653,France,Male,33,1,0.0,2,0,0,53379.52,0
5582,494,Spain,Male,67,5,0.0,2,1,1,85890.16,0
1244,693,Germany,Male,25,6,146580.69,1,0,1,14633.35,0
5409,682,Spain,Female,54,0,83102.72,2,1,1,54132.93,0
2435,774,France,Female,52,2,56580.93,1,1,0,113266.28,1
2504,476,France,Female,32,6,111871.93,1,0,0,112132.86,0
2752,704,France,Male,42,8,129735.3,2,1,1,179565.57,0
8566,632,France,Female,40,9,139625.34,1,1,0,93702.96,1
9452,524,Spain,Male,29,3,159035.45,1,1,0,2705.31,1
9390,538,France,Female,32,2,0.0,1,1,1,80130.54,0
7111,679,Spain,Female,28,9,0.0,2,0,1,61761.77,0
4166,775,France,Male,60,7,0.0,2,1,1,111558.7,0
5264,809,Germany,Male,41,1,79706.25,2,1,0,165675.01,0
8105,769,France,Female,31,6,117852.26,2,1,0,147668.64,0
844,773,Spain,Female,41,5,0.0,1,1,0,28266.9,1
8366,850,France,Male,31,1,96399.31,2,1,0,106534.15,0
8181,744,France,Male,42,1,112419.92,1,1,1,83022.92,0
9509,644,Spain,Male,26,8,96659.64,2,1,1,138775.69,0
5027,626,France,Male,44,10,0.0,2,0,0,164287.86,0
454,590,Spain,Female,44,3,139432.37,1,1,0,62222.81,0
3821,576,France,Male,39,9,84719.98,1,0,0,191063.36,0
8697,504,Spain,Male,34,0,54980.81,1,1,1,136909.88,0
6838,664,France,Male,40,9,0.0,2,1,0,194767.3,0
7917,562,France,Male,33,6,0.0,2,1,0,111590.35,0
7576,561,Germany,Male,49,5,94754.0,1,1,1,26691.31,0
9943,739,Germany,Female,25,5,113113.12,1,1,0,129181.27,0
687,715,France,Female,31,2,112212.14,2,1,1,181600.72,0
5401,731,France,Female,30,5,0.0,2,1,0,189528.72,0
2514,666,France,Male,39,10,0.0,2,1,0,102999.33,0
3296,754,Spain,Female,19,9,0.0,1,1,0,189641.11,0
1081,766,Germany,Female,38,7,130933.74,1,0,1,2035.94,0
6716,808,Spain,Female,67,10,124577.15,1,0,1,169894.4,0
181,850,Spain,Female,45,2,122311.21,1,1,1,19482.5,0
7294,709,France,Female,34,2,111669.68,1,1,0,57029.66,0
4932,682,Germany,Male,81,6,122029.15,1,1,1,50783.88,0
8332,645,Spain,Male,38,1,68079.8,1,0,1,166264.89,0
6813,576,Germany,Male,63,3,148843.56,1,1,0,69414.13,1
3336,581,Spain,Female,31,6,0.0,2,1,0,188377.21,0
5143,719,Spain,Female,48,5,0.0,2,0,0,78563.66,0
3306,786,France,Female,62,8,0.0,1,1,1,165702.64,0
6904,584,Germany,Female,41,3,88594.93,1,1,0,178997.89,0
3543,692,Spain,Female,34,4,109699.08,1,1,1,37898.91,0
4985,553,France,Female,31,4,0.0,2,1,1,89087.4,0
6719,444,France,Male,34,2,144318.97,1,1,0,112668.06,0
2481,638,Germany,Male,37,2,89728.86,2,1,1,37294.88,0
9100,738,France,Male,29,2,0.0,2,1,1,170421.13,0
2924,705,Germany,Male,41,4,72252.64,2,1,1,142514.66,0
2093,655,Spain,Male,38,3,250898.09,3,0,1,81054.0,1
3459,770,France,Female,37,9,0.0,2,0,0,22710.72,0
1748,586,Germany,Male,34,9,74309.81,1,1,0,15034.93,0
943,376,France,Female,46,6,0.0,1,1,0,157333.69,1
2440,566,France,Female,42,6,0.0,1,1,0,180702.12,1
4038,841,France,Female,52,5,0.0,1,0,0,183239.71,1
654,459,Germany,Male,48,4,133994.52,1,1,1,19287.06,1
2314,597,Germany,Female,40,9,106756.01,2,1,0,151167.94,0
2750,599,France,Male,25,6,120383.41,1,1,1,24903.09,0
8162,588,France,Male,31,4,99607.37,2,0,1,35877.03,0
7300,661,France,Male,51,6,146606.6,1,1,1,68021.9,0
768,720,Germany,Male,60,9,115920.62,2,0,0,157552.08,1
2369,557,Spain,Male,48,10,0.0,2,1,1,185094.48,0
4384,645,France,Male,42,4,98298.18,1,1,1,676.06,0
8914,496,France,Male,31,5,0.0,2,1,0,93713.13,0
1504,710,France,Male,47,5,158623.14,1,0,0,83499.89,1
830,577,France,Female,39,10,0.0,2,1,0,10553.31,0
1979,494,Germany,Male,37,5,107106.33,2,1,0,172063.09,0
375,717,Germany,Male,35,7,58469.37,2,1,1,172459.39,0
8463,817,France,Male,59,1,118962.58,1,1,1,120819.58,0
9020,421,France,Male,34,2,0.0,2,1,1,96615.23,0
3002,696,Spain,Female,43,4,0.0,2,1,1,66406.37,0
4431,588,Spain,Male,59,4,0.0,2,1,1,27435.41,0
715,650,Spain,Female,25,3,86605.5,3,1,0,16649.31,1
5338,815,Spain,Female,57,5,0.0,3,0,0,38941.44,1
2381,841,France,Male,34,4,0.0,2,1,0,141582.66,0
881,749,France,Female,60,6,0.0,1,1,0,17978.68,1
5917,633,Spain,Female,39,2,0.0,2,0,0,191207.03,0
9527,642,Germany,Male,18,5,111183.53,2,0,1,10063.75,0
765,710,Germany,Male,43,2,140080.32,3,1,1,157908.19,1
2562,655,Spain,Male,34,1,116114.93,1,1,1,49492.15,0
8558,729,France,Female,32,7,38550.06,1,0,1,179230.23,0
3551,647,Germany,Male,51,4,131156.76,1,1,0,29883.63,0
2806,688,France,Female,51,5,0.0,1,1,0,91624.11,1
786,792,Spain,Male,36,5,92140.15,1,0,1,67468.67,0
7325,607,France,Female,39,10,0.0,3,1,0,132741.13,1
4299,602,France,Male,38,7,111835.94,2,1,0,124389.61,0
2986,840,France,Male,30,8,136291.71,1,1,0,54113.38,0
6893,649,France,Female,56,8,156974.26,1,1,0,89405.26,1
4790,691,France,Male,41,2,0.0,1,1,1,56850.92,1
679,788,Spain,Female,70,1,0.0,2,1,1,41610.62,0
6286,850,Germany,Female,35,7,114285.2,1,0,1,129660.59,0
8118,624,Spain,Female,34,6,0.0,1,1,0,582.59,1
710,686,France,Female,34,3,123971.51,2,1,0,147794.63,0
6619,636,Germany,Female,29,3,97325.15,1,0,1,131924.38,0
3704,739,Germany,Male,40,5,149131.03,3,1,1,60036.99,1
2624,515,France,Female,28,9,0.0,2,0,0,94141.75,0
3945,612,France,Female,31,8,117989.76,1,1,1,54129.86,0
4663,652,Spain,Male,58,6,0.0,2,0,1,170025.43,0
4536,727,Germany,Male,37,9,101191.83,1,1,1,34551.35,1
2751,481,France,Female,57,9,0.0,3,1,1,169719.35,1
1083,688,Spain,Male,36,0,89772.3,1,1,0,177383.68,1
125,625,France,Female,28,3,0.0,1,0,0,183646.41,0
7837,648,France,Male,42,4,0.0,2,1,0,19283.14,0
9245,546,Germany,Female,25,3,132837.7,1,1,0,131647.31,0
9143,494,France,Female,35,9,112727.06,2,1,0,183752.91,0
1674,652,Germany,Female,26,1,131908.35,1,1,1,179269.79,0
9994,644,France,Male,28,7,155060.41,1,1,0,29179.52,0
5738,682,Germany,Female,35,2,117438.92,2,1,1,16910.98,0
2340,651,Germany,Male,26,5,147037.32,1,0,0,141763.26,0
572,651,France,Male,45,1,0.0,1,1,0,67740.08,1
4923,702,France,Male,26,5,56738.47,2,1,1,100442.22,1
6508,742,France,Male,32,6,160485.16,1,1,0,29023.03,0
8978,631,Spain,Female,31,2,88161.85,2,1,0,127630.88,0
9536,850,Spain,Male,41,8,132838.07,1,1,1,175347.28,0
1765,611,France,Male,40,1,0.0,2,1,1,102547.56,0
6152,727,Spain,Female,31,10,96997.09,2,0,0,76614.04,0
3491,453,France,Male,29,6,0.0,1,0,0,198376.02,1
5076,792,Spain,Male,25,8,142862.21,1,1,1,130639.01,0
5969,526,France,Male,28,1,112070.44,1,0,1,126281.83,0
8678,609,Germany,Female,40,10,137389.77,2,1,0,170122.22,0
1486,475,France,Female,46,10,0.0,2,0,0,122953.0,1
7038,568,Germany,Male,46,8,150836.92,1,0,0,64516.8,1
1481,646,France,Male,30,5,98014.74,1,1,1,12757.14,0
5954,516,Spain,Female,31,7,0.0,1,1,0,47018.75,0
4925,792,Germany,Male,36,5,115725.24,2,0,0,1871.25,0
4906,590,Spain,Male,30,3,0.0,2,1,0,83090.35,0
2547,660,France,Male,50,1,0.0,3,1,1,191849.15,1
2869,545,Spain,Male,36,8,73211.12,2,1,0,89587.34,1
805,850,France,Male,39,4,127771.35,2,0,1,151738.54,0
3869,746,France,Female,34,4,0.0,1,0,1,65166.6,0
5067,567,France,Female,26,2,0.0,2,1,1,78651.55,0
8158,719,Spain,Female,32,7,0.0,1,0,0,76264.27,0
2198,614,Spain,Male,35,2,127283.78,1,1,1,31302.35,0
1751,601,Germany,Female,33,7,114430.18,2,1,1,153012.13,0
7302,767,Germany,Female,33,1,144753.21,1,1,1,132480.75,0
8251,850,France,Female,35,9,0.0,2,0,0,25329.48,0
5913,658,France,Female,38,6,102895.1,1,0,0,155665.76,0
1727,776,Germany,Male,38,5,112281.7,1,0,1,89893.6,0
6499,613,France,Female,27,5,125167.74,1,1,0,199104.52,0
2519,758,France,Female,50,2,95813.76,3,1,1,67944.09,1
8714,786,Spain,Male,40,6,0.0,2,0,0,41248.8,0
4648,781,France,Female,28,4,0.0,2,1,0,177703.15,0
2343,593,Spain,Male,44,5,0.0,1,1,0,128046.98,0
9188,601,France,Male,38,4,60013.81,1,1,1,38020.05,0
8811,674,France,Female,21,9,120150.39,2,1,1,33964.03,0
5866,663,France,Male,39,4,0.0,1,1,0,76884.05,0
8957,728,Spain,Male,42,8,0.0,2,0,1,41823.22,0
6292,563,Spain,Male,24,7,0.0,2,0,0,16319.56,0
3233,559,France,Female,34,5,68999.66,2,1,1,66879.27,0
7406,556,France,Male,34,8,163757.06,1,1,1,104000.06,0
3730,730,Spain,Male,29,2,0.0,2,1,0,14174.09,0
6438,623,France,Female,37,4,140211.88,1,1,1,93832.33,0
5758,681,France,Male,32,3,148884.47,2,1,1,90967.37,0
1899,850,Germany,Female,45,5,127258.79,1,1,1,192744.23,1
7644,722,Spain,Female,32,4,0.0,2,1,1,113666.48,0
1252,588,Germany,Female,40,10,125534.51,1,1,0,121504.18,1
1531,611,France,Female,26,2,107508.93,2,1,1,120801.65,0
6778,754,France,Female,27,7,0.0,2,1,0,144134.64,0
6931,751,France,Male,30,3,165257.2,1,0,0,134822.05,0
4075,718,France,Female,35,2,167924.95,1,1,0,43024.64,0
5382,850,Germany,Male,32,9,141827.33,2,1,1,149458.73,0
1489,596,Spain,Male,30,6,121345.88,4,1,0,41921.75,1
9996,771,France,Male,39,5,0.0,2,1,0,96270.64,0
9219,676,Germany,Female,48,2,124442.38,1,1,0,15068.53,1
1069,594,France,Male,57,6,0.0,1,1,0,19376.56,1
701,750,France,Female,32,5,0.0,2,1,0,95611.47,0
3011,666,France,Male,47,2,0.0,1,1,0,35046.97,1
3027,585,France,Male,40,7,0.0,2,0,0,146156.98,0
3584,577,Spain,Male,43,8,79757.21,1,1,0,135650.72,1
3455,612,France,Male,24,1,182705.05,1,1,1,171837.06,0
5867,735,France,Female,53,8,123845.36,2,0,1,170454.93,1
5828,653,Spain,Male,35,9,0.0,2,1,1,45956.05,0
9857,763,Germany,Female,32,1,108465.65,2,1,0,60552.44,1
1315,675,France,Male,54,2,0.0,1,1,0,149583.67,1
5042,567,Spain,Male,29,8,0.0,2,1,0,156125.72,0
9366,802,France,Male,29,9,127414.55,1,1,1,134459.12,0
3288,693,France,Male,37,1,0.0,2,1,1,82867.55,0
7386,660,France,Male,38,4,0.0,2,0,0,88080.43,0
7262,726,France,Female,53,1,113537.73,1,0,1,28367.21,0
3201,635,Spain,Male,24,4,140197.18,1,1,1,142935.83,0
2835,850,France,Male,30,9,121535.18,1,0,0,40313.47,0
8440,670,France,Male,22,2,114991.45,1,1,1,37392.56,0
7378,691,France,Female,40,0,115465.98,1,1,1,60622.61,0
9510,688,France,Male,29,1,0.0,2,1,0,154695.57,0
5936,544,Spain,Male,37,2,0.0,2,0,0,135067.02,0
5747,836,Spain,Female,41,7,150302.84,1,1,1,156036.19,0
6774,625,France,Male,43,4,122351.29,1,1,0,71216.6,0
7395,519,France,Female,22,8,0.0,1,0,1,167553.06,0
6566,663,France,Female,33,2,0.0,2,1,0,153295.0,0
1564,559,Spain,Female,40,5,139129.44,1,0,1,32635.54,0
9759,556,Germany,Female,43,4,125890.72,1,1,1,74854.97,0
7601,683,Spain,Male,30,1,113257.2,1,1,1,65035.02,0
4437,508,France,Male,26,7,205962.0,1,1,0,156424.4,0
5695,660,France,Female,31,6,172325.67,1,0,1,45438.38,0
3314,684,France,Male,54,6,0.0,2,1,1,94888.6,0
6991,660,France,Male,41,3,0.0,2,1,1,108665.89,0
1121,848,Germany,Male,31,4,90018.45,2,1,0,193132.98,0
8909,593,Spain,Male,32,10,158537.42,1,1,0,166850.57,0
6385,529,France,Female,31,7,0.0,2,1,1,175697.87,0
4751,850,France,Female,35,5,0.0,1,1,1,80992.8,0
2071,719,France,Female,42,4,0.0,1,1,0,28465.86,1
7785,741,France,Female,64,2,69311.16,1,1,1,59237.72,0
195,580,Spain,Male,29,9,61710.44,2,1,0,128077.8,0
4127,675,Spain,Male,32,10,0.0,2,1,0,191545.65,0
9970,609,France,Male,41,6,0.0,1,0,1,112585.19,0
995,838,Spain,Male,43,9,123105.88,2,1,0,145765.83,0
9358,418,France,Female,46,9,0.0,1,1,1,81014.5,1
5306,699,France,Male,27,1,0.0,2,1,0,93003.21,0
6297,600,France,Male,34,0,0.0,2,0,1,3756.23,0
8639,626,Germany,Male,27,4,115084.53,2,0,1,26907.43,0
5823,624,Spain,Male,35,2,0.0,2,1,0,87310.59,0
202,759,France,Male,42,4,105420.18,1,0,1,121409.06,0
9181,637,France,Female,44,2,0.0,2,1,0,149665.65,0
4482,494,France,Male,30,3,85704.95,1,0,1,27886.06,0
1841,464,Spain,Female,34,5,76001.57,1,1,1,158668.87,0
4875,703,France,Male,43,8,0.0,2,1,0,9704.66,0
9976,610,Germany,Male,50,1,113957.01,2,1,0,196526.55,1
3256,507,France,Female,29,4,89349.47,2,0,0,180626.68,0
3391,674,France,Female,32,7,85757.93,1,1,1,95481.0,0
2422,653,Germany,Female,25,2,158266.42,3,1,1,199357.24,0
3478,623,Spain,Female,40,7,0.0,1,1,1,25904.12,0
3363,759,France,Female,33,9,160541.36,2,0,0,93541.14,0
6380,679,France,Male,37,7,74260.03,1,1,0,194617.98,0
7361,644,Spain,Male,54,6,0.0,1,0,1,84622.37,0
5787,588,France,Male,40,5,0.0,2,0,0,100727.68,0
5422,589,France,Female,39,7,0.0,2,0,0,95985.64,0
7982,599,Germany,Male,38,9,89111.63,1,0,0,157239.6,0
5795,669,France,Male,57,5,0.0,2,1,1,56875.76,0
8132,613,Germany,Male,33,3,155736.42,2,1,1,57751.21,0
8513,612,Spain,Male,39,5,170288.38,1,1,1,59601.15,0
8983,504,France,Female,32,8,206663.75,1,0,0,16281.94,0
3337,690,Spain,Male,36,10,0.0,2,1,0,55902.93,0
3384,698,Germany,Male,39,9,133191.19,2,0,1,53289.49,0
8779,617,Spain,Female,37,9,101707.8,1,1,0,123866.28,0
7762,627,Germany,Male,30,3,128770.88,2,1,1,40199.01,0
1349,615,France,Male,32,7,92199.84,1,1,1,2755.53,0
5632,632,France,Male,40,5,147650.68,1,1,1,199674.83,0
1662,690,Germany,Male,32,0,106683.52,2,1,1,137916.49,0
6185,775,Spain,Male,48,4,178144.91,2,0,0,50168.41,1
2346,794,Spain,Male,38,9,179581.31,1,1,0,23596.24,0
9228,776,France,Female,31,5,0.0,2,1,0,92647.94,0
5074,644,Germany,Male,34,9,112746.54,2,0,0,141230.07,0
9665,726,Germany,Male,30,7,92847.59,1,1,0,146154.06,0
3091,734,Spain,Female,43,3,55853.33,2,0,1,94811.85,1
6390,605,France,Female,30,9,135422.31,1,0,1,186418.85,0
3835,734,Spain,Female,39,6,92126.26,2,0,0,112973.34,0
3938,761,France,Female,26,1,0.0,2,1,1,199409.19,0
9151,717,France,Male,28,4,128206.79,1,1,1,54272.12,0
6630,579,France,Male,39,5,0.0,2,0,1,39891.84,0
6237,553,France,Male,38,3,99844.68,1,0,0,187915.7,0
3771,477,France,Male,27,1,128554.98,1,1,1,133173.19,0
6079,548,France,Female,41,4,82596.8,1,0,1,55672.09,0
7504,563,Germany,Male,44,7,105007.31,2,1,1,197812.16,0
453,592,Spain,Male,31,7,110071.1,1,0,0,43921.36,0
8788,689,Spain,Male,73,1,108555.07,1,0,1,167969.15,0
5009,534,France,Male,36,4,120037.96,1,1,0,36275.94,0
4716,800,Spain,Male,38,1,0.0,2,1,0,51553.43,0
8351,556,France,Male,38,2,114756.14,1,1,0,193214.05,0
3793,444,France,Male,36,7,0.0,2,0,1,138743.86,0
4379,757,France,Female,71,0,88084.13,2,1,1,154337.47,0
3403,690,France,Female,26,5,157624.84,1,1,1,49599.27,0
4092,599,Germany,Male,39,2,188976.89,2,0,1,176142.09,0
631,589,France,Female,61,1,0.0,1,1,0,61108.56,1
6174,769,France,Female,73,1,0.0,1,1,1,29792.11,0
9213,673,France,Female,37,10,0.0,2,1,1,37411.35,0
4842,587,Germany,Female,44,5,125584.17,2,1,1,41852.24,1
1855,740,Germany,Female,36,4,109044.6,1,0,0,94554.74,1
6129,819,France,Male,35,1,0.0,2,0,1,3385.04,0
7851,488,France,Female,36,0,0.0,2,1,0,136675.22,0
257,727,France,Male,34,10,0.0,2,1,1,198637.34,0
9854,719,Spain,Male,37,10,145382.61,1,1,0,80408.59,0
5608,641,Germany,Male,41,7,104405.54,3,1,0,17384.21,0
4211,437,Spain,Male,28,2,109161.25,1,1,0,152987.42,0
4968,621,Germany,Male,40,8,174126.75,3,1,0,172490.78,1
3583,686,France,Male,35,4,0.0,1,1,0,8816.37,0
6116,494,France,Male,40,7,0.0,2,0,1,158071.69,0
1301,538,France,Male,37,1,134752.08,1,1,0,162511.55,0
5763,733,Germany,Male,39,5,91538.51,1,1,1,93783.0,0
2808,705,France,Male,33,3,144427.96,2,1,0,113845.19,0
8341,553,Germany,Female,25,7,128524.19,2,1,0,20682.46,0
3049,783,Spain,Female,37,1,136689.66,1,1,0,197890.65,0
8147,717,France,Male,48,7,123764.95,1,1,1,169952.82,0
3749,596,France,Female,39,10,86546.29,1,0,1,131768.98,0
8506,592,France,Male,28,5,137222.77,1,0,0,39608.58,0
2538,573,France,Female,33,0,90124.64,1,1,0,137476.71,0
1012,719,Spain,Male,35,3,122964.88,1,1,1,138231.7,0
9328,593,Spain,Female,40,2,0.0,1,1,1,5194.95,0
7131,599,Germany,Male,33,2,51949.95,2,1,0,85045.92,0
5326,529,France,Female,43,0,123815.86,1,1,1,78463.99,1
5723,681,France,Male,34,3,0.0,2,0,0,55816.2,0
742,546,France,Male,24,8,156325.38,1,1,1,125381.02,0
317,559,France,Male,49,2,147069.78,1,1,0,120540.83,1
1061,490,Spain,Female,48,8,155413.06,1,1,0,187921.3,0
6038,711,Spain,Male,32,5,0.0,2,1,1,147720.27,0
9641,750,France,Female,35,3,0.0,1,1,0,191520.5,0
7018,646,Spain,Male,25,5,182876.88,2,1,1,42537.59,1
409,668,Germany,Male,37,10,152958.29,2,1,1,159585.61,0
